id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,date_registration,has_unregistered,average_score,assessment_and_feedback_sum_click,content_resource_sum_click,interaction_and_discussion_sum_click,navigation_pages_sum_click,tool_sum_click,final_result
576032,FFF,2013J,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,-179.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fail
576088,FFF,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,-96.0,0,0.0,34.0,23.0,127.0,133.0,0.0,Fail
576097,FFF,2013J,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,-65.0,0,82.75,786.0,98.0,2751.0,982.0,0.0,Pass
576107,FFF,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,-117.0,0,46.0,665.0,30.0,457.0,296.0,0.0,Pass
576205,FFF,2013J,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,-138.0,0,80.75,1398.0,110.0,2576.0,997.0,0.0,Pass
576229,FFF,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,-38.0,0,52.25,985.0,147.0,1305.0,1020.0,0.0,Pass
576281,FFF,2013J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,-144.0,0,9.5,71.0,11.0,74.0,62.0,0.0,Fail
576390,FFF,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,60,-59.0,0,8.25,2.0,13.0,78.0,53.0,0.0,Fail
576399,FFF,2013J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,-149.0,0,76.75,1334.0,42.0,1573.0,602.0,0.0,Pass
576417,FFF,2013J,M,Wales,Lower Than A Level,70-80%,0-35,0,60,-165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fail
576423,FFF,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,240,-65.0,0,41.5,1.0,26.0,159.0,149.0,0.0,Fail
576431,FFF,2013J,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,-127.0,0,78.75,568.0,41.0,460.0,350.0,0.0,Pass
576433,FFF,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,-32.0,0,87.25,831.0,65.0,2200.0,691.0,0.0,Distinction
576466,FFF,2013J,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,-65.0,1,0.0,86.0,2.0,62.0,52.0,0.0,Withdrawn
576512,FFF,2013J,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,-22.0,0,14.5,133.0,35.0,364.0,236.0,0.0,Fail
576518,FFF,2013J,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,-144.0,0,90.75,586.0,54.0,1945.0,758.0,17.0,Pass
576568,FFF,2013J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,-144.0,0,74.25,556.0,84.0,2091.0,697.0,0.0,Pass
576670,FFF,2013J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,90,-149.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
576672,FFF,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,-149.0,0,54.5,687.0,22.0,255.0,311.0,0.0,Pass
576681,FFF,2013J,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,-149.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
576704,FFF,2013J,M,North Region,Lower Than A Level,Missing,0-35,0,60,-144.0,0,75.25,667.0,112.0,3427.0,807.0,1.0,Pass
576765,FFF,2013J,M,South Region,HE Qualification,90-100%,0-35,0,60,-32.0,0,19.75,1.0,8.0,474.0,102.0,0.0,Fail
576780,FFF,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,-90.0,0,87.75,927.0,152.0,2552.0,1163.0,0.0,Distinction
576789,FFF,2013J,M,Ireland,Lower Than A Level,Missing,35-55,0,60,-59.0,0,70.0,1679.0,185.0,3115.0,1326.0,0.0,Pass
576791,FFF,2013J,M,North Region,HE Qualification,40-50%,0-35,0,120,-127.0,0,91.5,477.0,61.0,1765.0,750.0,0.0,Distinction
576813,FFF,2013J,M,London Region,Lower Than A Level,30-40%,0-35,0,60,-134.0,0,74.0,739.0,49.0,982.0,599.0,0.0,Pass
576856,FFF,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,-177.0,0,20.5,163.0,22.0,221.0,192.0,0.0,Fail
576888,FFF,2013J,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,-149.0,0,82.0,977.0,47.0,1420.0,498.0,0.0,Pass
576921,FFF,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,-172.0,0,93.5,697.0,107.0,2583.0,1160.0,0.0,Distinction
576943,FFF,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,-146.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
576972,FFF,2013J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,-127.0,1,27.0,17.0,19.0,108.0,121.0,0.0,Withdrawn
577042,FFF,2013J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,-144.0,0,78.75,1944.0,116.0,2891.0,1339.0,0.0,Pass
577149,FFF,2013J,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,-92.0,0,55.5,1093.0,78.0,2584.0,884.0,0.0,Pass
577222,FFF,2013J,F,Scotland,A Level or Equivalent,10-20,0-35,0,90,-107.0,0,88.0,745.0,151.0,2184.0,1326.0,0.0,Distinction
577371,FFF,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,-107.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
577389,FFF,2013J,M,North Region,Lower Than A Level,40-50%,0-35,0,60,13.0,0,9.75,0.0,7.0,43.0,29.0,0.0,Fail
577396,FFF,2013J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,-169.0,1,19.25,607.0,36.0,823.0,477.0,0.0,Withdrawn
577404,FFF,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,120,-176.0,0,88.5,956.0,68.0,2501.0,873.0,0.0,Distinction
577454,FFF,2013J,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,-109.0,1,0.0,0.0,0.0,23.0,7.0,0.0,Withdrawn
577476,FFF,2013J,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,-149.0,0,87.5,711.0,88.0,2404.0,944.0,0.0,Pass
577533,FFF,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,-172.0,1,20.75,268.0,27.0,596.0,364.0,0.0,Withdrawn
577605,FFF,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,-156.0,0,76.75,582.0,57.0,477.0,276.0,0.0,Pass
577607,FFF,2013J,M,Ireland,Lower Than A Level,50-60%,0-35,0,90,-128.0,0,47.0,40.0,26.0,759.0,346.0,0.0,Fail
577640,FFF,2013J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,-79.0,1,8.5,13.0,35.0,731.0,182.0,0.0,Withdrawn
577673,FFF,2013J,M,Scotland,HE Qualification,50-60%,0-35,0,120,-141.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
577688,FFF,2013J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,90,-172.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
577721,FFF,2013J,M,Ireland,Lower Than A Level,50-60%,0-35,0,150,-144.0,1,0.0,0.0,3.0,39.0,25.0,0.0,Withdrawn
577763,FFF,2013J,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,-99.0,0,88.25,672.0,150.0,1535.0,734.0,0.0,Pass
577764,FFF,2013J,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,-149.0,0,95.25,1066.0,103.0,4502.0,2430.0,0.0,Distinction
577797,FFF,2013J,M,South West Region,Lower Than A Level,10-20,0-35,0,60,-172.0,1,20.5,170.0,27.0,427.0,272.0,0.0,Withdrawn
577867,FFF,2013J,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,-149.0,0,62.25,475.0,30.0,411.0,192.0,0.0,Pass
577922,FFF,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,-124.0,0,86.0,593.0,37.0,931.0,435.0,0.0,Distinction
577959,FFF,2013J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,-102.0,0,84.5,574.0,61.0,1139.0,426.0,0.0,Distinction
577999,FFF,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,-148.0,0,86.25,760.0,51.0,1799.0,1026.0,0.0,Distinction
578050,FFF,2013J,M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,-19.0,0,84.5,510.0,156.0,960.0,667.0,0.0,Pass
578152,FFF,2013J,M,Wales,Lower Than A Level,90-100%,0-35,0,90,-85.0,1,0.0,37.0,53.0,340.0,275.0,2.0,Withdrawn
578199,FFF,2013J,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,-74.0,0,63.0,750.0,76.0,1899.0,668.0,0.0,Pass
578208,FFF,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,75,-158.0,1,14.5,44.0,23.0,246.0,143.0,0.0,Withdrawn
578258,FFF,2013J,M,South West Region,Lower Than A Level,20-30%,0-35,0,180,-9.0,1,0.0,0.0,9.0,102.0,30.0,0.0,Withdrawn
578259,FFF,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,-144.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
578276,FFF,2013J,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,-60.0,0,11.25,2.0,9.0,39.0,26.0,0.0,Fail
578281,FFF,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,-144.0,0,91.25,919.0,161.0,4150.0,1417.0,0.0,Distinction
578492,FFF,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,-67.0,0,48.25,378.0,35.0,998.0,443.0,0.0,Pass
578497,FFF,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,-135.0,0,89.75,1251.0,195.0,4816.0,2457.0,0.0,Distinction
578519,FFF,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,180,-96.0,0,65.25,471.0,50.0,1779.0,611.0,0.0,Pass
578547,FFF,2013J,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,-132.0,0,16.5,33.0,21.0,177.0,107.0,0.0,Fail
578550,FFF,2013J,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,-129.0,1,10.5,217.0,39.0,670.0,365.0,0.0,Withdrawn
578561,FFF,2013J,M,Wales,Lower Than A Level,50-60%,35-55,0,60,-106.0,0,21.25,18.0,70.0,440.0,259.0,0.0,Fail
578599,FFF,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,-169.0,1,16.0,165.0,39.0,764.0,304.0,0.0,Withdrawn
578649,FFF,2013J,M,London Region,Lower Than A Level,30-40%,0-35,0,60,-72.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
578744,FFF,2013J,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,-60.0,0,81.75,792.0,75.0,1381.0,581.0,0.0,Pass
579038,FFF,2013J,M,London Region,Lower Than A Level,10-20,35-55,0,120,-136.0,0,72.0,876.0,149.0,2517.0,1101.0,0.0,Pass
579064,FFF,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,-148.0,1,31.5,284.0,60.0,813.0,462.0,0.0,Withdrawn
579069,FFF,2013J,M,London Region,Lower Than A Level,20-30%,35-55,0,120,-165.0,1,8.25,92.0,35.0,629.0,199.0,0.0,Withdrawn
579115,FFF,2013J,M,Wales,Lower Than A Level,0-10%,0-35,0,60,-65.0,0,0.0,1.0,9.0,80.0,37.0,0.0,Fail
579176,FFF,2013J,F,Scotland,HE Qualification,40-50%,35-55,0,75,-59.0,0,83.25,1202.0,135.0,3207.0,1343.0,0.0,Pass
579257,FFF,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,-88.0,0,60.25,559.0,88.0,1639.0,474.0,0.0,Pass
579278,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,-135.0,0,63.25,624.0,53.0,371.0,248.0,0.0,Pass
579307,FFF,2013J,M,North Region,Lower Than A Level,10-20,0-35,0,60,-157.0,1,0.0,0.0,1.0,2.0,5.0,0.0,Withdrawn
579354,FFF,2013J,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,-81.0,1,15.5,342.0,59.0,1047.0,454.0,0.0,Withdrawn
579361,FFF,2013J,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,-144.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
579415,FFF,2013J,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,-142.0,0,6.5,1.0,21.0,73.0,84.0,0.0,Fail
579416,FFF,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,-67.0,0,40.25,80.0,15.0,287.0,121.0,0.0,Fail
579482,FFF,2013J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,-65.0,0,14.5,38.0,42.0,578.0,315.0,0.0,Fail
579506,FFF,2013J,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,-123.0,0,71.0,666.0,25.0,553.0,334.0,0.0,Pass
579526,FFF,2013J,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,-149.0,0,76.25,767.0,89.0,2158.0,773.0,0.0,Pass
579557,FFF,2013J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,-154.0,0,92.75,910.0,91.0,2882.0,1027.0,0.0,Distinction
579685,FFF,2013J,M,West Midlands Region,No Formal quals,0-10%,0-35,0,60,-148.0,0,65.0,1904.0,56.0,1191.0,451.0,0.0,Fail
579737,FFF,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,-114.0,0,79.75,498.0,69.0,1351.0,419.0,0.0,Pass
580317,FFF,2013J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,-100.0,0,93.5,541.0,88.0,1681.0,660.0,0.0,Distinction
580342,FFF,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,-80.0,0,77.5,698.0,75.0,1645.0,461.0,0.0,Pass
580358,FFF,2013J,M,London Region,HE Qualification,40-50%,0-35,0,210,-142.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
580380,FFF,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,-42.0,0,53.0,497.0,37.0,946.0,506.0,0.0,Pass
580477,FFF,2013J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,-42.0,1,38.25,445.0,75.0,733.0,395.0,29.0,Withdrawn
580484,FFF,2013J,M,Scotland,HE Qualification,70-80%,0-35,0,135,-66.0,0,22.5,101.0,20.0,531.0,204.0,0.0,Fail
580533,FFF,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,120,-161.0,1,0.0,0.0,1.0,6.0,3.0,0.0,Withdrawn
580555,FFF,2013J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,-138.0,0,77.0,532.0,50.0,1020.0,511.0,0.0,Pass
580657,FFF,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,-67.0,0,81.5,631.0,86.0,1946.0,628.0,0.0,Pass
580658,FFF,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,-148.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
580702,FFF,2013J,M,London Region,HE Qualification,80-90%,0-35,0,120,-19.0,0,45.75,555.0,11.0,39.0,182.0,0.0,Pass
580709,FFF,2013J,M,South Region,A Level or Equivalent,10-20,0-35,0,60,-130.0,0,81.75,536.0,24.0,254.0,218.0,0.0,Pass
580743,FFF,2013J,M,North Western Region,HE Qualification,30-40%,35-55,0,60,-144.0,0,66.25,722.0,117.0,2757.0,814.0,0.0,Pass
580755,FFF,2013J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,-66.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
580771,FFF,2013J,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,-120.0,1,0.0,0.0,0.0,20.0,3.0,0.0,Withdrawn
580779,FFF,2013J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,-116.0,0,88.75,817.0,160.0,3105.0,1305.0,0.0,Pass
580824,FFF,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,150,-149.0,1,0.0,23.0,9.0,84.0,57.0,0.0,Withdrawn
580842,FFF,2013J,F,South Region,Lower Than A Level,90-100%,35-55,0,90,-42.0,0,84.75,1977.0,94.0,4049.0,1372.0,0.0,Distinction
580867,FFF,2013J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,-149.0,0,80.25,668.0,104.0,835.0,684.0,0.0,Pass
581034,FFF,2013J,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,90,-144.0,0,68.0,1201.0,338.0,6210.0,2339.0,0.0,Pass
581135,FFF,2013J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,-124.0,0,91.25,666.0,138.0,6405.0,3677.0,12.0,Pass
581219,FFF,2013J,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,-53.0,1,12.5,376.0,70.0,590.0,385.0,0.0,Withdrawn
581253,FFF,2013J,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,-49.0,0,33.5,1788.0,284.0,5205.0,1400.0,0.0,Fail
581261,FFF,2013J,M,South Region,No Formal quals,50-60%,0-35,0,60,-127.0,0,62.0,614.0,61.0,873.0,405.0,0.0,Pass
581307,FFF,2013J,M,Ireland,Lower Than A Level,30-40%,0-35,0,90,-52.0,0,15.5,496.0,87.0,329.0,414.0,4.0,Fail
581332,FFF,2013J,M,South Region,Lower Than A Level,20-30%,0-35,0,90,-108.0,0,61.25,709.0,45.0,1006.0,549.0,0.0,Pass
581341,FFF,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,150,-32.0,1,17.25,0.0,13.0,81.0,63.0,0.0,Withdrawn
581342,FFF,2013J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,-136.0,0,9.25,132.0,37.0,509.0,204.0,0.0,Fail
581410,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,-144.0,0,81.5,821.0,77.0,1359.0,775.0,0.0,Pass
581412,FFF,2013J,M,Wales,Lower Than A Level,80-90%,0-35,0,150,-12.0,0,10.5,78.0,53.0,300.0,213.0,0.0,Fail
581486,FFF,2013J,M,North Region,Lower Than A Level,Missing,0-35,0,90,-136.0,0,72.75,485.0,48.0,806.0,354.0,0.0,Pass
581490,FFF,2013J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,-96.0,0,72.5,2373.0,94.0,2718.0,1541.0,1.0,Pass
581523,FFF,2013J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,150,-32.0,0,66.75,944.0,117.0,2124.0,888.0,0.0,Pass
581532,FFF,2013J,M,South Region,Lower Than A Level,40-50%,0-35,0,120,-109.0,0,70.0,681.0,244.0,4846.0,1575.0,0.0,Pass
581563,FFF,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,120,-156.0,1,16.0,2.0,13.0,165.0,147.0,0.0,Withdrawn
581574,FFF,2013J,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,-156.0,0,80.25,798.0,110.0,1664.0,588.0,0.0,Pass
581614,FFF,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,-154.0,0,84.25,486.0,43.0,506.0,359.0,0.0,Pass
581616,FFF,2013J,M,London Region,Lower Than A Level,0-10%,0-35,0,60,-156.0,0,53.0,927.0,149.0,2223.0,858.0,0.0,Fail
581656,FFF,2013J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,-87.0,0,66.0,545.0,64.0,1911.0,638.0,0.0,Pass
581700,FFF,2013J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,-29.0,0,10.75,1.0,9.0,69.0,40.0,0.0,Fail
581716,FFF,2013J,F,Ireland,Lower Than A Level,0-10%,0-35,0,180,-120.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
581769,FFF,2013J,M,London Region,Lower Than A Level,60-70%,35-55,0,60,-136.0,0,80.25,651.0,142.0,2023.0,1241.0,0.0,Pass
581770,FFF,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,-153.0,0,73.75,681.0,45.0,983.0,465.0,2.0,Pass
581787,FFF,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,-102.0,0,76.5,715.0,179.0,1678.0,602.0,0.0,Pass
581796,FFF,2013J,M,Scotland,HE Qualification,10-20,0-35,0,60,-100.0,0,70.0,532.0,27.0,692.0,174.0,0.0,Pass
581810,FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,-36.0,0,71.5,838.0,49.0,582.0,474.0,0.0,Pass
581836,FFF,2013J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,150,-31.0,0,88.5,1311.0,100.0,2638.0,1133.0,0.0,Distinction
581838,FFF,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,-96.0,0,59.0,880.0,35.0,415.0,210.0,0.0,Pass
581897,FFF,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,-142.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
582003,FFF,2013J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,120,-144.0,1,15.25,47.0,14.0,306.0,242.0,0.0,Withdrawn
582063,FFF,2013J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,-150.0,0,82.25,1270.0,66.0,2850.0,1171.0,0.0,Pass
582080,FFF,2013J,M,South East Region,Lower Than A Level,10-20,35-55,0,60,-114.0,0,9.25,2.0,28.0,67.0,91.0,0.0,Fail
582108,FFF,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,90,-149.0,0,63.75,814.0,97.0,842.0,699.0,0.0,Pass
582125,FFF,2013J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,-32.0,0,58.75,509.0,26.0,730.0,330.0,0.0,Pass
582154,FFF,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,-35.0,1,0.0,0.0,5.0,49.0,18.0,0.0,Withdrawn
582181,FFF,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,-149.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
582235,FFF,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,60,-117.0,0,77.25,767.0,118.0,1963.0,1009.0,0.0,Pass
582251,FFF,2013J,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,-121.0,1,0.0,0.0,16.0,136.0,64.0,0.0,Withdrawn
582275,FFF,2013J,M,Scotland,HE Qualification,50-60%,35-55,0,60,-149.0,0,8.0,26.0,28.0,177.0,108.0,0.0,Fail
582282,FFF,2013J,M,Scotland,Lower Than A Level,60-70%,0-35,0,85,-17.0,1,9.75,52.0,29.0,307.0,201.0,0.0,Withdrawn
582311,FFF,2013J,M,South Region,Lower Than A Level,30-40%,0-35,0,60,-150.0,0,7.75,3.0,14.0,124.0,95.0,0.0,Fail
582364,FFF,2013J,M,North Western Region,Lower Than A Level,10-20,35-55,0,120,-144.0,0,77.0,825.0,105.0,2365.0,1138.0,0.0,Pass
582392,FFF,2013J,M,Wales,A Level or Equivalent,10-20,35-55,0,60,-130.0,0,93.0,1235.0,171.0,6458.0,1757.0,2.0,Pass
582494,FFF,2013J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,-127.0,0,76.25,735.0,117.0,3023.0,1079.0,0.0,Pass
582510,FFF,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,-89.0,0,82.75,693.0,35.0,1407.0,524.0,0.0,Pass
582562,FFF,2013J,M,Scotland,HE Qualification,Missing,35-55,0,60,-87.0,0,79.75,1146.0,203.0,3580.0,1372.0,0.0,Pass
582629,FFF,2013J,M,Wales,HE Qualification,0-10%,0-35,0,180,-63.0,1,0.0,1.0,32.0,148.0,104.0,0.0,Withdrawn
582665,FFF,2013J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,-142.0,1,0.0,0.0,0.0,0.0,3.0,0.0,Withdrawn
582677,FFF,2013J,M,South West Region,Lower Than A Level,50-60%,0-35,0,210,-56.0,0,58.0,664.0,34.0,483.0,358.0,0.0,Pass
582679,FFF,2013J,F,Scotland,HE Qualification,80-90%,0-35,0,90,-102.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
582690,FFF,2013J,M,London Region,Lower Than A Level,80-90%,0-35,0,90,-120.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
582705,FFF,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,-109.0,0,71.25,838.0,154.0,3926.0,1218.0,0.0,Pass
582790,FFF,2013J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,-138.0,0,63.5,986.0,58.0,1519.0,553.0,0.0,Pass
582842,FFF,2013J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,-127.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
582950,FFF,2013J,M,Scotland,HE Qualification,30-40%,0-35,0,90,-144.0,0,87.5,1130.0,172.0,2712.0,814.0,0.0,Distinction
582992,FFF,2013J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,-92.0,1,0.0,0.0,9.0,68.0,47.0,0.0,Withdrawn
583033,FFF,2013J,M,South East Region,HE Qualification,50-60%,0-35,0,60,-142.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
583051,FFF,2013J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,180,-53.0,1,22.5,209.0,10.0,163.0,101.0,0.0,Withdrawn
583070,FFF,2013J,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,90,-144.0,0,10.75,2.0,24.0,219.0,132.0,0.0,Fail
583081,FFF,2013J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,-144.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Withdrawn
583121,FFF,2013J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,-28.0,0,0.0,0.0,1.0,1.0,0.0,0.0,Fail
583128,FFF,2013J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,-79.0,1,14.5,0.0,28.0,264.0,255.0,0.0,Withdrawn
583131,FFF,2013J,M,Ireland,HE Qualification,70-80%,0-35,0,120,-44.0,0,68.0,649.0,57.0,551.0,481.0,0.0,Pass
583149,FFF,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,60,-107.0,0,55.0,100.0,32.0,240.0,169.0,0.0,Fail
583202,FFF,2013J,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,-141.0,0,91.75,1504.0,100.0,1766.0,1078.0,0.0,Pass
583232,FFF,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,-100.0,0,95.0,803.0,128.0,2311.0,1114.0,0.0,Pass
583236,FFF,2013J,M,South West Region,HE Qualification,70-80%,0-35,0,60,-108.0,0,41.75,822.0,9.0,98.0,101.0,0.0,Fail
583286,FFF,2013J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,-100.0,0,78.75,1076.0,109.0,3217.0,1011.0,0.0,Pass
583381,FFF,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,60,-31.0,0,80.75,653.0,84.0,1696.0,513.0,0.0,Pass
583526,FFF,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,-67.0,0,62.25,1263.0,77.0,2886.0,586.0,6.0,Pass
